rank	title	price	publisher	category	description	download	inAppProducts	lastUpdate	size	rate
2016-06-28	108	레알팜 ( RealFarm )	0	NEOGAMES	시뮬레이션	★요즘 HOT한 그 게임!★ 실제 농작물을 직접 택배로 받아보는 바로 그 게임!씨 뿌리고 기다리고 씨 뿌리고 기다리고... 무한 반복에 질리셨나요?대한민국에서 가장 독.보.적 독.창.적인 전혀 새로운 농장 게임 ◈레알팜◈ 지금 바로 해보세요! 레알리(里) 최춘삼 이장님과 함께~게임을 열심히 하다보면 실제 농작물을 직접 택배로 받아볼 수도 있습니다!♥고객센터♥===============================결제 관련 게임 플레이 관련 모든 문의는 아래 링크로!https://realfarm.zendesk.com/hc/ko/requests/new=======================================★이용자 중 약 90%가 만점을 준 바로 그 게임~!★★레알 배달!★게임을 열심히 즐기면 진짜 작물을 택배로 받는 레알 상품 시스템!레알 쿠폰을 모아 실제 농작물을 직접 택배로 받아보세요.★레알 가격!★플레이어들이 작물을 파는 양에 따라 판매가가 변하는 시장 시스템!저장고에 작물을 보관하고 비싼 시점에 팔아 높은 수익을 얻어보세요.★레알 농사!★온도 영양 수분 상태까지 세심한 재배 시스템!진짜 농사처럼 온도 영양 수분을 조절하여 높은 등급의 작물을 수확하세요.★레알 날씨!★진짜 과거 강원도 날씨 데이터로 만든 날씨 시스템!사계절과 장마철 갈수기까지 생각하며 작물을 관리헤 많은 수확을 노려보세요.★레알 이야기!★귀농한 플레이어에게 주어진 진짜 이야기들!우리 농촌의 이야기들을 귀농한 도시 사람이 되어 만나보세요.♠커뮤니티♠공식카페 : http://cafe.naver.com/realfarm페이스북 : http://facebook.com/realfarmgame※ 이 게임은 실시간 네트워크 환경을 요구합니다. 네트워크가 원활한 환경에서 실행해주시기 바랍니다.※ 이 게임은 부분 유료 아이템 구매가 가능합니다. 부분 유료 아이템 구매 시 추가 비용이 발생할 수 있습니다.개발자 연락처:(주)네오게임즈서울특별시 마포구 월드컵북로 396 연구개발타워 801호전화:02-304-8400사업자등록번호:220-81-81095통신판매업 신고번호 : 2011-서울마포-0822----개발자 연락처 :서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 연구개발타워 801호	1 000 000 - 5 000 000	항목당 가격 ₩1 000 ~ ₩100 000	2016년 6월 20일	79M	4.4
2016-06-28	109	비트 MP3 for YouTube	0	CREAPPTIVE Co. Ltd.	음악	사용방법은 정말 쉽습니다.검색버튼을 이용해 플레이하고 싶은 YouTube동영상을 찾으세요.해당 동영상으로 리듬게임을 즐기세요.BEATMP3 for YouTube 특징좋아하는 동영상과 음악을 이제 내 맘대로 즐기는 음악 게임!1 000만명이 넘게 플레이를 한 음악 게임의 대표주자 BEATMP3를 이제는 YouTube의 동영상과 함께 음악 게임을 플레이 할 수 있다!!!간단 조작으로 YouTube의 동영상과 핸드폰에 담아둔 음악을 리듬 게임으로 플레이 하자!!!■ YouTube의 모든 동영상을 플레이 하자!!!YouTube의 동영상이 게임이 된다!!!플레이할 수 있는 동영상 무한대 재미도 무한대!■ 스마트폰에 들어 있는 곡으로 플레이 하자!!!스마트폰에 들어 있는 곡으로 플레이할 수 있다.모두다 똑 같은 노트는 이제 재미가 없다.노트 자동생성으로 같은 곡도 색다르게 즐기자!!■ 플레이 후 마음에 드는 노트는 저장해 두자!자동으로 생성 된 노트 중 마음에 드는 것은 저장 할 수 있다.비트엠피쓰리 비트엠피3 비트앰피쓰리 비트앰프3 비트mp3 비트3 비트쓰리 리듬게임 음악게임 뮤직게임----개발자 연락처 :7775studio@gmail.com070-7518-6251	100 000 - 500 000	항목당 가격 ₩1 000 ~ ₩10 000	2016년 6월 23일	33M	4.4
2016-06-28	110	헤븐	0	NEXTMOVE	롤플레잉	“당신의 세상은 얼마나 큰가요..?모바일 MMORPG의 이상향 ‘헤븐’모바일로 만나는 진정한 MMORPG 탐방기!스파이럴캣츠의 ‘헤븐’ 탐험 에세이 살펴보기간략 보기 >1. 끊임없이 펼쳐지는 ‘오픈필드’..? 거대한 신세계 입성 !- ‘처음 접하는 거대한 세계 그리고 사람들.. 나는 이 곳에 매료될 것 같았다..’-2. 전사/마법사/암살자/주술사를 알고 나의 길의 선택하다 !- “맡은 바 역할은 매우 중요하지 던전 파티 플레이를 위해 2가지 특성도 익혀야하고 말이야.”-3. 사람 사는 곳이 다 똑같지 뭐~ 음성채팅~! 이모티콘 채팅~!- ‘다들 나의 매력을 알아본 것일까? 이제 친구도 제법 많아졌고 소울메이트도 생겼다’-4. 함께 하는 우리! ‘소울메이트’!!- “우리 3명은 자유롭게 서로에게 워프 할 수 있었지!필요할 때면 언제든 모였고 일일 미션 퀘스트로 추가보상과 버프를 챙겼어!”-5. 나만의 방식을 만들었어요 ! 스킬은 특성이 된다 !-‘정해진 방법은 없었다. 내가 사용하기 편한대로 스킬을 배치했고 원하는 스킬을 골라 나만의 특성을 갖추기 시작했다.6. 강해졌으니 싸워볼까 ? 60 대 60 PVP !!-‘개인 대 개인은 물론 다수 전투도 가능했다. 날 이길 유저는 없으리라..경쟁과 증명의 욕구는 눈치챌 수 없는 사이 마음을 비집고 들어와있었다.’-7. 서로의 역할을 깨닫다 ! 던전 파티 플레이는 히..힐러가 필요해.. !-‘군중제어기와 범위 스킬을 활용하여 팀을 도왔으나 힐러의 부재로.. 탱커는 제역할을 하지 못했다. 첫 번째 시련이었다.’-8. 던전 보스? 필드 보스? 다덤벼 ! PVE와 레이드 !-‘두 가지 직업 특성을 익힌 끝에 필스 보스를 잡긴 했는데.. 짜증이…..제발 좀! 레이드 갈 때는 시너지 직업 좀 맞춰서 가자고 !!’-9. 탈 것 집착증 !! 코스튬 집착증 !!-“뭐라도 해보는게 좋아.. 매력적인 탈 것이라던가 코스튬이라던가..그러면 정말 자신이 원하는 게 뭔지 알게 되거든. 거기서부터 다시 시작인거야.”-10. 나는 아름답다~ 룩변경과 칭호 커스터마이징 !-‘경매장에 들려 원하는 아이템을 샀다. 장비만 바꿨는데..?!나는 예.쁘.다~ 나만의 칭호도 똭!! [수줍은 미남 조련사]님 탄생이요~ !’-부록 >11. 화가난다아~!!! 각성! 뽜이야!!-“MMORPG라는건 정말 한번은 즐겨봐야지 알아.그런데도 정말 너의 세상이 얼마나 커다란지 알지 못하면소통과 재미를 모른채 고렙이 되어버리지.” - Stand by me.-인기 에세이 ‘헤븐’ 탐험기 절찬 다운로드 중!게임 정보 런칭 이벤트 등 ~자세한 내용은 네이버 공식 카페에서 확인 ~ !!http://cafe.naver.com/nextmvheaven이용약관 URL - http://platform.nextmv.com/policies/terms?app_id=10007개인정보취급방침 URL - http://platform.nextmv.com/policies/privacy?app_id=10007[고객문의] help@nextmv.comCopyright ⓒ NextMove. All Rights Reserved.	1 000 000 - 5 000 000	항목당 가격 ₩3 000 ~ ₩100 000	2016년 6월 1일	44M	4.4
2016-06-28	111	Smash Hit	0	Mediocre	아케이드	상상의 세계에서 초자연적인 여정을 떠나고 소리와 음악에 조화를 이루며 앞 길을 막는 모든 것을 박살내 버리세요! 집중력과 타이밍을 통해서 최대한 멀리 여행을 떠나고 앞을 막는 아름다운 유리 물체를 파괴해야 합니다.* 아름답고 미래적인 차원에서 앞 길을 막는 장애물과 목표물을 박살내면서 모바일 기기 상 최고의 파괴 물리 엔진을 경험하세요.* 음악과 동기화된 게임 플레이. 음악과 음향 효과는 각 스테이지에 맞게 변화하며 장애물에 따라 새로운 음악이 재생됩니다.* 50개가 넘는 방과 11가지의 그래픽 스타일 매 스테이지마다 현실적인 유리 파괴 기법을 선보입니다.	50 000 000 - 100 000 000	항목당 가격 ₩2 187 ~ ₩2 204	2015년 11월 26일	79M	4.4
2016-06-28	112	Exploration Lite	0	Andrzej Chomiak	어드벤처	Build your own base mine castle or whatever you imagine!Exploration is a game - editor which allows you moving building and transforming the terrain in the 3D environment.Inspired by Minecraft game.*** NOTE ***1. Exploration Lite is a free version of Exploration game.2. The full version of the game allows save and load game state.자신의 기지 광산 성 또는 당신이 무엇을 상상을 구축!편집기 당신이 건물을 이동하고 3D 환경에서 지형을 변형 할 수 있습니다 - 탐사는 게임이다.마인 크​​래프트 게임에 의해 영감을.*** 참고 ***1. 탐사 라이트 탐사 게임의 무료 버전입니다.2. 게임의 전체 버전을 저장할 수 있으며 로드 게임 상태.	50 000 000 - 100 000 000	NA	2015년 1월 14일	2.3M	3.8
2016-06-28	113	444번의 돌아왔어 : 인형의 귀가(공포게임)	0	G.Gear.inc	캐주얼 게임	생일 선물로 새로운 인형을 받았다.그날부터 일본 인형과는 놀지 않게 되었다.처음에는 예쁘게 보였던 검은 눈동자가 언제부턴가 섬뜩해져서내 손으로 갖다 버렸다.분명히 버렸을텐데...어째서 집에 있는거야...?당신은 버렸던 인형이 어느샌가 집에 돌아와있는 그런 괴담을 들은 적이 있습니까?한여름에 즐기기 딱 좋은 공포 신작게임.집에 돌아올 때마다 얼굴이 점점 변해가는 일본 인형을 직접 체험해보세요!일본 인형의 얼굴 변화와 함께 소녀의 일기장의 스토리가 추가됩니다!그리고 당신의 스마트폰에도 무섭고도 기이한 현상이!?호러게임이나 공포 저주 무서운 이야기 괴담 담력 등을 즐기시는 분들에게 강추!	50 000 - 100 000	NA	2016년 5월 23일	33M	4.3
2016-06-28	114	Dream League Soccer 2016	0	First Touch	스포츠	Dream League Soccer 2016이 어느 때보다 더 나아졌습니다 ! 우리가 알던 축구가 바뀌었습니다 귀하의 팀을 지구 최고의 팀으로 만들 기회입니다. Recruit real FIFPro™ 에서 라이센스 받은 슈퍼스타들을 실제로 영입하고 경기장을 건설하고 드림 리그 온라인 세계에서 영광을 향해 행진하며 당신만의 축구 스타덤에 오르세요!지금 Dream League Soccer 2016을 무료로 다운로드 하세요!* 태블릿 지원을 포함합니다! ******************************************************주의* 이 게임은 무료 게임이나 추가 컨텐츠 및 게임 내의 아이템은 실제 돈으로 구입하실 수 있습니다.* 크레딧은 게임 플레이 동영상 시청 등으로 얻을 수 있지만 크레딧을 포함하는 팩을 ₩2 200 - ₩22 000 사이의 가격으로 구매하실 수도 있습니다.* 게임 컨텐츠와 광고 다운로드 시 와이파이 또는 모바일 데이터를 사용합니다. 설정/모바일 데이터 메뉴에서 데이터 사용 옵션을 해제할 수 있습니다.* 본 앱에는 외부 광고가 포함되어 있습니다. 상점에서 게임 내 화폐를 구매하시게 되면 광고가 사라지게 됩니다.*****************************************************귀하의 드림 팀을 경영하세요디에고 코스타 및 아론 램지와 같은 슈퍼스타 선수들과 계약하고 귀하만의 드림 팀을 만들어 보세요! 귀하의 포메이션을 선택하고 완벽하게 귀하의 스타일로 만들어 앞길을 막는 어떤 팀과도 싸우며 6개의 리그를 통과하여 최고의 엘리트 조로 올라가세요. 그런 조건을 갖고 있나요?현실적인 새로운 게임플레이도전적이고 중독적인 경험을 제공하는 영리하고 전략적인 AI에 대한 준비를 하세요. 새로운 비쥬얼 현실적인 애니메이션 그리고 의 다이나믹한 게임플레이 Dream League Soccer 2016은 아름다운 게임의 정수만 모아둔 완벽한 축구 게임입니다.글로벌로 향하세요드림 리그 온라인에서 귀하의 팀은 세계최고의 팀들과 경쟁하게 됩니다. 순위를 올리며 귀하의 팀이 가장 위대하다는 것을 증명하세요!기능* FIFPro™ 의 라이센스를 받은 플레이어는 당신의 손에서 진정한 드림 리그 사커의 경험을 제공합니다!* 자유로운 생성 커스터마이즈 및 자신만의 드림팀을 컨트롤!* 6개의 조를 통과해야 하며 7개 이상의 컵 대회가 있습니다!* 경기장을 건설하고 귀하의 슈퍼스타를 선보이세요!* 더 많은 정확성과 의지를 위해 선수를 개발하세요* 귀하를 바쁘게 움직이고 계속 돌아오게 하는 시즌목표!* Google Play 목표 달성 및 순위표를 통해 상위에 랭크된 플레이어를 확인하세요!* 귀하만의 키트를 커스터마이즈하고 불러오세요!* Google Play Cloud와 기기 간의 연동 가능!* Sunset Sons에서 제공하는 독점적인 사운드트랙*****************************************************방문해주세요: firsttouchgames.com좋아해주세요: facebook.com/scoreherogame저희를 팔로우하세요: twitter.com/firsttouchgames여기서 보세요: youtube.com/firsttouchgames	10 000 000 - 50 000 000	항목당 가격 ₩2 200 ~ ₩22 000	2016년 6월 24일	212M	4.5
2016-06-28	115	UniPad : 유니패드 - 런치패드	0	김지섭_	음악	페이스북 : https://www.facebook.com/initunipad한국 커뮤니티 : http://cafe.naver.com/unipad사용법 영상 : https://www.youtube.com/watch?v=2kPwxqmlzts메모리는 기본 2GB를 지원하여야 합니다.유니패드는 다른 런치패드 앱과 차별화된 기능들을 갖고 있습니다.1. 유니팩 적용 시스템으로 여러 노래를 적용 할 수 있습니다.2. 아무나 유니팩을 제작할 수 있습니다.3. 실제 런치패드와 매우 유사합니다.4. LED이밴트를 지원합니다.5. 녹음된 기록으로 자동으로 재생이 가능합니다6. 녹음된 기록으로 연습을 도와줄 수 있습니다. (자동재생 켠 후 일시정지)7. 실제 런치패드를 연결하면 작동됩니다. (S mini mk2 pro)개발자가 곧 고등학교를 앞두고 있는 중학생인지라학기중에는 업데이트와 유니팩 업로드가 늦을 수 있습니다.양해부탁드립니다.----개발자 연락처 :010-8752-5327	100 000 - 500 000	NA	2016년 6월 10일	4.0M	4.7
2016-06-28	116	피싱훅	0	mobirix	스포츠	친숙한 물고기부터 거칠고 힘센 놈들과의 짜릿한 승부가 손 안에서 펼쳐집니다.낚시를 몰라도! 낚시를 알아도! 너무너무 재미있는 Fishing Hook 의 세계에 푹~ 빠져보세요!실제 Fishing 하는 느낌 그대로! 극강의 손맛을 느껴보세요!- 파도를 타고 튀어 오르는 물고기와 활처럼 휘어지는 낚싯대의 떨림을 한번 느껴보시면 더 이상 Fishing 하러 멀리 가실 필요 없을 거예요~- 실제 낚시를 방불케하는 물고기와의 밀당! 물고기의 특성을 알면 알수록 더욱 깊이 빠져드는 정교한 손맛에 흠뻑 매료되실 거예요.훅! 당기면 낚는다! 쉽지만 정말 리얼한 Fishing 플레이!- 버튼만 당기면 물고기가 훅~! 게임에 익숙해지기까지 1분이면 충분합니다.- 준비 과정없이 낚싯대만 던지면 끝! Fishing 를 몰라도 당기기만 하면 여러분도 낚시왕이 될 수 있어요.전 세계 유명 휴양지로 떠나는 환상적인 낚시여행!- 바빠서 휴가를 못 즐기셨나요? 그렇다면 전 세계 휴양지에서의 선상 낚시 어떤가요! 피싱훅에서 그 황홀한 순간을 맛보세요!- 시간이 흐르면 아름답게 배경이 변하는 모습에 절로 탄성이! 밤하늘을 수놓은 오로라를 보면서 낚시하는 기분은 정말 최고겠죠!세상에.. 이런 물고기가 있었어?! 피싱훅에서 만나는 희귀 물고기 퍼레이드!- 귀하기로 천금에 버금간다는 황순어와 온 몸이 투명한 할로우 피쉬 등.. 좀처럼 볼 수 없는 희귀 물고기를 피싱훅에서 땡겨보세요!- 챌린지 물고기를 방생하면 더 힘세고 비싸게 성장해서 다시 잡히는 챌린지 찬스! 엄청난 보상과 업적이 뒤따르는 챌린지 기회를 꼭 놓치지 마세요~데이터 걱정 끝! 언제 어디서나 간편하게 즐길 수 있는 고퀄리티 낚시 게임!- 저용량이라도 화면 밖으로 물고기가 튀어 오를 것 같은 극상의 그래픽 퀼리티를 즐길 수 있어요!- 네트워크 기반이 아니므로 처음에 설치할 때를 제외하고는 언제 어디서나 데이터 소모없이 플레이 할 수 있습니다.* 다국어 완벽 지원!한국어 English 中文简体 中文繁體 日本語 Pусский язык français Deutsch Español Português Italiano Türkçe हिंदी ภาษาไทย Bahasa Indonesia Tiếng Việt 의 다양한 언어로 즐길 수 있습니다.★권한 관련★피싱훅에서 요구하는 다음과 같은 권한들은 원활한 게임 진행을 위해 적용되어 있습니다.1. 기기 사진 미디어 파일 액세스 - 낚시 결과를 공유하기 위한 스크린샷 이미지 전송을 위한 목적2. 주소록 - 데이터 저장 및 유저 데이터 연동을 위한 목적3. 전화 걸기 및 관리 - 전화 수신 시에도 정상적인 게임 진행을 위한 목적Android 6.0 이상 OS에서는 피싱훅의 각 권한이 자동으로 허용되지 않기 때문에게임 이용에 다소 제한이 발생할 수 있습니다.Android 6.0 이상 OS를 사용 중이신 분들께서는 아래의 방법으로 진행해 주시면 원활한 게임 이용이 가능합니다.1. 최초 실행 시 해당 권한 사용 여부를 묻는 팝업 출력 시 각각의 권한 허용2. 휴대 전화의 환경 설정 메뉴에서 어플리케이션 관리 > 피싱훅 > 권한 > 각각의 권한들을 허용으로 적용다소 번거로우시더라도 위의 방법대로 진행을 부탁 드립니다.★주의사항★1. 휴대전화 단말기 교체 시 또는해당 애플리케이션의 삭제 시 데이터가 초기화됩니다.2. 해당 상품에는 부분 유료 아이템 및게임 머니 결제기능이 포함되어 있습니다.부분 유료 아이템 및 게임 머니를 결제할 시실제 과금이 발생하오니 이점 유의하시기 바랍니다.3. 게임에서 구매한 디지털 상품은'전자상거래 등에서의 소비자 보호에 관한 법률'에따라 청약철회가 가능하거나 제한될 수 있습니다.Homepage:https://play.google.com/store/apps/dev?id=4864673505117639552Facebook:https://www.facebook.com/mobirixplayen----개발자 연락처 :02-2025-7804서울특별시 구로구 디지털로33길 11 에이스테크노타워 8차 606호주식회사 모비릭스사업자등록번호:130-86-28545통신판매업번호:제 2011-서울구로-0792호통신판매업기관:구로구청	10 000 000 - 50 000 000	항목당 가격 ₩2 000 ~ ₩100 000	2016년 6월 15일	36M	4.4
2016-06-28	117	Dumb Ways to Die	0	Metro Trains	캐주얼 게임	You've seen the video—now the lives of those adorably dumb characters are in your hands.Enjoy 15 hilarious mini-games as you attempt to collect all the charmingly dumb characters for your train station achieve high scores and unlock the famous music video that started it all.From piranhas and platforms to snakes and level crossings—tap swipe and flick to safely escape a wide range of DUMB WAYS TO DIE™.Download the FREE game now and remember be safe around trains. A message from Metro.GAMEPLAY- Why is his hair on fire? Who cares just RUN!- Quickly wipe your screen free of puke- Balance that wobbling glue eater- Flick the piranhas out of range of those precious private parts- Swat wasps before it's too late- Best not invite that psycho killer inside- Carefully remove forks from toasters- Help self-taught pilots- Get back from the edge of the platform you fools- Have patience at level crossings- No crossing the tracks! Not even for balloons!- Find true love during hunting season- Duck the bear for a candy shower- Go on press the red button- And who knew rattlesnakes were so picky about mustard?Be safe around trains and watch the original Webby and Cannes award-winning video at dumbwaystodie.com© Metro Trains Melbourne Dumb Ways to Die™당신은 비디오를 - 지금 본 적이 그 사랑스럽게 바보 캐릭터의 생명이 당신의 손에 있습니다.당신이 당신의 역에 대한 모든 매력적 바보 캐릭터를 수집 높은 점수를 달성하고 모든 시작 유명한 뮤직 비디오의 잠금을 해제하는 시도로 15 재미있는 미니 게임을 즐길 수 있습니다.피라냐와 플랫폼에서 뱀과 건널목 탭 강타 안전하게 ™ 죽을 DUMB 다양한 방법을 탈출하는 영화이다.지금 무료 게임을 다운로드 기억 기차 주위에 안전. 지하철에서 메시지입니다.게임 요소- 왜 불에 그의 머리는? 관심 누구 단지 RUN!- 빨리 토하고의 무료 화면을 닦아- 밸런스가 흔들 접착제 먹는 사람- 그 소중한 민간 부분의 범위를 벗어난 피라냐 톡너무 늦었 강타 말벌 전에 -- 최저의 내부 사이코 살인자를 초대하지- 조심스럽게 토스터에서 포크를 제거- 도움말 독학 조종사- 다시는 바보 플랫폼의 가장자리에서보세요- 건널목에서 인내심을 가지고- 아니 트랙을 건너! 심지어 풍선!- 사냥 시즌 동안 진정한 사랑을 찾기- 사탕 샤워 곰 오리- 빨간색 버튼을 눌러 에 이동- 누가 방울뱀 겨자에 대해 너무 까다 롭고 알고 있었다?열차 주위에 안전하고 dumbwaystodie.com에서 원래 물갈퀴 칸 수상 경력이 비디오를 시청© 메트로 죽을 멜버른 벙어리 방법 기차 ™	50 000 000 - 100 000 000	NA	2014년 8월 18일	NA	4.3
2016-06-28	118	팬더 디저트가게 - 역할놀이	0	BabyBus Kids Games	교육	무더운 여름! '팬더 디저트 가게'가 문을 열었습니다!주스 빙수 아이스크림 아이스바 중 어떤것을 좋아하나요?우리 같이 만들어봐요.과일을 자르려면 기계를 클릭해 주세요. 아이들의 손동작이 능숙해 진답니다.여러가지 맛을 섞고 다양한 모양으로 만들어 봄으로써 무한한 상상력과 창의력의 세계가 펼쳐지게 됩니다!수박 딸기 바나나 망고와 10여 종의 과일재료들이 건강과 영양을 책임집니다! 우유 얼음 견과류 30여 종의 토핑을 마음대로 섞을 수 있습니다!무엇을 망설이나요? 동물친구들을 도와 어서 빨리 맛있는 디저트를 만들어봐요!제품특징:* 다양한 맛의 배합과 독특한 데코레이션으로 나만의 디저트를 만듭니다.* 클릭과 음성지원으로 아이들이 쉽게 조작할 수 있습니다.* 가게 주인이 되어 돈을 벌어봄으로써 아이들의 호기심과 흥미를 극대화 시키게 됩니다.베이비버스는 모바일 지능 조기교육 제품의 연구개발에 주력하여 “연령+능력”이라는 다원화된 조기교육 이념을 내 놓았습니다. 베이비버스는 현재 1억 개가 넘는 가정 회원들을 보유하고 있습니다. 베이비버스는 그들의 니즈와 취학 전 아동들의 각 연령대별 민감기 특징과 학습 중요 포인트를 고려하여 제품을 설계하였습니다. 이로써 완비된 제품 시스템을 확립하여 세계를 탐색할 수 있는 문을 활짝 열어주었습니다.	10 000 - 50 000	NA	2016년 6월 24일	49M	4.1
2016-06-28	119	파인딩 블루 (Finding Blue) - 미니FPS	0	BigAirSoft	아케이드	파인딩블루는 FPS스타일 미니게임입니다.여러분의 목표는 블루몬!!화이트몬과 기타 에너미들을 피해서 최단 루트로 블루몬을 찾아서 쓰러뜨려주세요.총알과 에너지가 한정된 극한의 상황에서 최고난이도 레벨까지 도전해보세요!!------------------------------------------------------------------------------------◆ 다양한 무기권총에서부터 광선검까지!!다양한 무기를 적재적소에 활용하여 에너미를 제압해주세요.◆ 쉬운 컨트롤기존 모바일 FPS 단점을 극복!!조준모드와 이동모드를 분리시켜 더욱 편리한 조정이 가능합니다.◆ 자동차와 헬기 액션자동차와 헬기를 이용하여 손쉽게 에너미를 쓰러뜨릴 수 있습니다.◆ 보너스 게임각 레벨의 마지막 스테이지는 블루몬 대신에 닭을 잡는 보너스 스테이지입니다.마음껏 닭을 잡아주세요!!----개발자 연락처 :070-7119-567311 Tojeong-ro 35-gilMapo-gu SeoulSouth Korea 04166	1 000 000 - 5 000 000	항목당 가격 ₩1 000 ~ ₩3 000	2016년 2월 15일	50M	4.0
2016-06-28	120	MARVEL 퓨처파이트	0	Netmarble Games	롤플레잉	어벤져스와 마블 히어로들로 최강의 팀을 구성하라!2015년 상반기 블록버스터 RPG: MARVEL Future Fight!차원의 혼돈 속에서 미래를 지킬 최후의 전쟁을 준비하라!S.H.I.E.L.D.의 국장 닉 퓨리가 보내온 미래로부터의 다급한 메시지… 다 차원의 세계가 중첩되어 우리의 현실세계가 산산조각이 났다!고 품격 액션 RPG MARVEL Future Fight에서 마블 유니버스의 가장 강력한 슈퍼 히어로 및 빌런들과 함께 팀을 구성하여 우리의 세계를 지키기 위한 최후의 전쟁을 준비해야 한다!- 아이언 맨 캡틴 아메리카 헐크 등 어벤져스의 영웅과 스파이더맨 고스트 라이더와 같은 마블 유니버스의 슈퍼 히어로와 빌런들을 획득하여 팀을 구성하고 장비강화와 스킬을 마스터하여 더욱 강력한 팀을 구성해 보세요!- 지금까지 한 번도 상상해본 적 없는 놀라운 액션 RPG가 마블의 유명 작가 피터 데이비드의 오리지널 스토리와 함께 여러분을 찾아갑니다! 스토리에 따라 수백 개의 다양한 미션을 클리어하여 우리의 미래를 공격한 배후의 적을 밝혀 보세요!- 3:3 타임라인 배틀에서 다른 플레이어들과 경쟁하세요!컴뱃 블래스트 스피드 유니버셜 등 각 영웅 별 4가지의 고유 속성을 활용하여 가장 강력한 팀을 만들어 보세요.- 보스대전을 통해 우주에서 가장 강력한 슈퍼 빌런과 대적하여 특별한 콘텐츠를 체험하고 진귀한 보상을 획득하세요!- 마블 유니버스에 걸맞은 조합으로 팀을 결성하면 특별한 보너스 효과와 함께 더욱 더 강해질 수 있습니다!- 친구 소환 기능을 통해 친구들의 강력한 히어로를 체험해 보세요!- 한손 터치나 가상 패드를 이용하여 나만의 영웅들을 조작하세요!■ 상품 정보 및 이용 조건 안내 ■- 공급자 : 넷마블게임즈(주) 대표이사 권영식- 이용조건 및 기간 : 게임 내 별도 고지된 내용에 따름(사용기간이 표시되지 않은 경우 서비스의 종료일까지를 사용기간으로 간주)- 결제금액 및 방법 : 상품 별 별도 고지된 결제금액 및 결제방법에 따름(외화 결제 시 환율 및 수수료 등으로 인해 실제 청구금액과 다를 수 있음)- 상품지급방식 : 게임 내 구매한 아이디(캐릭터)로 즉시 지급- 한국의 경우 위치 정보를 사용하지 않음- 넷마블 고객센터 : 1588-3995 (평일 오전9시~오후6시 상담가능)- 최소사양 : CPU 듀얼코어 1.2GHz Ram 1GB----개발자 연락처 :02-1588-3995서울특별시 구로구 디지털로 300사업자 번호 : 105-87-64746통신판매업 번호 : 제 2014-서울구로-1028 호	10 000 000 - 50 000 000	항목당 가격 ₩1 000 ~ ₩100 000	2016년 6월 21일	59M	4.5
2016-06-28	121	퍼즐 & 밀크 for Kakao	0	BlueMarlin Games.	퍼즐	* 전세계 최초 !!! 실시간으로 즐기는 대전 액션 퍼즐게임!!* 퍼즐의 최강자를 가릴때가 왔다.* 숨어있는 퍼즐 고수분들... 컴온~[게임 특징]● 다양한 신개념 미션!우유를 섞어 주면 미션 클리어~지금껏 볼 수 없었던 색 다른 미션들이 있어!● 색다른 종류의 블록과 퍼즐!돌리는 퍼즐 거울 블록 화살 블록 이동 퍼즐!한 가지 게임에서 다양한 퍼즐을 만날 수 있어!● 퍼즐을 도와 주는 캐릭터들!퍼즐을 푸는 데 엄청난 도움이 되는 캐릭터들!귀여운 캐릭터들을 모아서 퍼즐을 헤쳐 나가자!● 앗! 악당이 나타났다.!테마별로 다양한 보스 등장!마왕 '오리진'에게 쿠키세계의 열쇠를 얻어야 해!● 친구와 짜릿한 실시간 승부!심장이 쫄깃해지는 실시간 승부이런 퍼즐게임 본사람 손!손!손!유나와 함께 쿠키 친구들을 구하기 위한모험을 떠나 볼까요? Let's Go~개발자 연락처 :- 주소: 서울시 서초구 서초동 1359-45 서일빌딩 402호- 연락처: 070-5066-5329- 사업자 등록 번호: 105-87-79540- 통신판매업 신고 번호: 제 2015-서울서초-1891호- 이메일 : bmgames.cnm@gmail.com----개발자 연락처 :bluemarlin2013@gmail.comClosed weekends070-5066-5329	10 000 - 50 000	항목당 가격 ₩1 100 ~ ₩99 000	2016년 6월 23일	66M	3.8
