rank	title	price	publisher	category	description	download	inAppProducts	lastUpdate	size	rate
2016-06-28	49	Minecraft: Story Mode	5720	Telltale Games	어드벤처	THE ADVENTURE OF A LIFETIME IN THE WORLD OF MINECRAFT**Episode 6: A Portal to Mystery is now available to download via in-app.*****Continue your adventures with the New Order of the Stone by purchasing the Adventure Pass (via in-app) which includes access to download episodes six seven and eight as they become available***In this five part episodic series play as either a male or female hero named 'Jesse ' and embark on a perilous adventure across the Overworld through the Nether to the End and beyond. You and your friends revere the legendary Order of the Stone: Warrior Redstone Engineer Griefer and Architect; slayers of the Ender Dragon. While at EnderCon in hopes of meeting Gabriel the Warrior you and your friends discover that something is wrong… something dreadful. Terror is unleashed and you must set out on a quest to find The Order of the Stone if you are to save your world from oblivion.• Created by award-winning adventure game powerhouse Telltale Games in partnership with Minecraft creators Mojang• Featuring the voices of Patton Oswalt Brian Posehn Ashley Johnson Scott Porter Martha Plimpton Dave Fennoy Corey Feldman Billy West and Paul Reubens• You will drive the story through the decisions you make: what you say to people (and how you say it) and what you choose to do in moments of thrilling action will make this YOUR storyMinimum specs:GPU: Adreno 300 series Mali-T600 series PowerVR SGX544 or Tegra 4CPU: Dual core 1.2GHzMemory: 1GB- - - -Examples of supported devices include:- Galaxy S5 and up- HTC One (M7)- LG G2/G2 Mini and up- Motorola Moto XExamples of unsupported devices include:- Galaxy Tab 4 and below- Galaxy S5 Mini and below- Nexus 7 2012- Droid RAZR마인 크​​래프트의 세계에서 일생 일대의 모험** 에피소드 6 : 포털 신비가 인 - 앱을 통해 다운로드 사용할 수 있습니다 **.***가 제공되면 에피소드 여섯 일곱 여덟 다운로드에 대한 액세스를 포함하는 (인앱를 통해) 어드벤쳐 패스를 구입하여 돌의 신 질서와 모험을 계속 ***이 다섯 부분 에피소드 시리즈 '제시'남성 또는 명명 된 여성 영웅 중 하나로 재생하고 황천 통해 Overworld에 걸쳐 위험한 모험에 착수 종료 그리고 넘어. 당신과 당신의 친구는 돌의 전설 주문 존경 : 전사 레드 스톤 엔지니어 그리퍼 그리고 건축가; 청산 드래곤 슬레이어즈. 가브리엘 전사를 충족의 희망 EnderCon에있는 동안 당신과 당신의 친구는 뭔가 무서운 잘못 ... 뭔가가 있음을 발견 할 수 있습니다. 테러는 해방되고 당신은 망각에서 세상을 구원 할 경우 당신은 돌의 주문을 찾기 위해 탐구에 밖으로 설정해야합니다.• 마인 크래프트 제작자 무옝 (Mojang)와 협력 수상 경력이 어드벤처 게임 강국 텔 테일 게임즈에 의해 만들어진• 패튼 오스왈트 브라이언 포센 애슐리 존슨 스콧 포터 마사 플 림프 턴 데이브 Fennoy 코리 펠드만 빌리 웨스트 그리고 폴 루벤스의 목소리 특징• 당신은 당신이 내리는 결정을 통해 이야기를 운전할 것입니다 : 당신은 사람들이 (어떻게 당신이 그것을 말)에 무슨 말을하고 당신이 스릴 넘치는 액션의 순간에해야 할 선택하면이 당신의 이야기를 할 것입니다최소 사양 :GPU :는 Adreno 300 시리즈 말리-T600 시리즈 파워 VR SGX544 또는 테그 라 4CPU : 듀얼 코어 1.2GHz의메모리 : 1기가바이트- - - - - - - -지원되는 장치의 예는 다음과 같습니다- 갤럭시 S5 최대- HTC 하나 (M7)- LG G2 / G2 미니 최대- 모토로라 모토 X지원되지 않는 장치의 예는 다음과 같습니다- 갤럭시 탭 4 이하- 갤럭시 S5 미니 아래- 넥서스 7 2012- 드로이드 RAZR	1 000 000 - 5 000 000	항목당 가격 ₩5 808 ~ ₩28 647	2016년 5월 26일	NA	4.0
2016-06-28	50	Please Don't Touch Anything	1300	BulkyPix	퍼즐	반짝 할인! 한정된 시간 동안 80% 할인!Please Don’t Touch Anything 은 수수께끼의 버튼을 누르는 시뮬레이션 게임입니다.화장실에 간 동료를 대신 해 근무 중인 당신은 빨간 버튼 하나만 있는 미스터리한 유리 앞에 서 있습니다. 아무 것도 건드리지 말라고 당부가 있었기에 당신이 할 수 있는 것은 고작 이 버튼이나 누르는 것 뿐입니다.자 의도치 않은 결과에 책임질 준비를 하고 버튼을 누르세요. 그런 결과가 너무 많을테지만.FEATURES- 난해한 수수께끼- 단일 pixel art- 분위기 있는 chiptune 사운드트랙	10 000 - 50 000	NA	2016년 4월 20일	46M	4.3
2016-06-28	51	드림 머신 2 (Full)	3300	Artifex Mundi	어드벤처	에니그메티스와 어둠의 전설의 제작사에서 선사하는 멋들어진 숨은 그림 찾기 어드벤처 게임입니다!초자연적인 현상이 매일 실제로 일어나는 세상으로 들어가십시오. 초자연적인 힘이 넘치는 장소를 방문하여 짜릿함을 즐겨보십시오.초자연적인 현상의 연구원이 비현실적인 문제에 직면했습니다. 어린 소녀가 흔적도 없이 사라진 겁니다. 크리스털의 도움을 받아서 불멸의 눈으로 숨겨진 것들을 볼 수 있게 된 우리의 여주인공은 이내 초자연적인 것에 의해 희생자들이 납치되었다는 것을 알게 됩니다.악몽이 전염되었습니다. 그녀는 진실을 밝히고 그녀를 사냥하는 유령과 대면하고 마그누스 박사의 드림 머신의 비밀을 풀고 납치된 소녀를 찾아야 합니다.그녀는 현실에서 나타난 악몽을 깨부술 수 있을까요? 그녀는 납치의 미스터리를 해결할 수 있을까요?• 악몽과 현실 사이에 펼쳐지는 비밀스러운 스토리• 22개의 중독적인 미니 게임!• 28개 지역에 퍼진 어두운 비밀!• 14개의 수사관 업적!• 태블릿과 스마트폰에 최적화된 최고로 실감 나는 게임 플레이!+++바로 여기에!+++WWW: http://artifexmundi.comFACEBOOK: http://facebook.com/artifexmundiTWITTER: http://twitter.com/ArtifexMundiYOUTUBE: http://youtube.com/user/ArtifexMundiPINTEREST: http://pinterest.com/artifexmundiINSTAGRAM: http://instagram.com/artifexmundi	1 000 - 5 000	NA	2015년 12월 2일	NA	4.0
2016-06-28	52	흡혈귀 전설 (Full)	3300	Artifex Mundi	어드벤처	에니그메티스와 어둠의 전설의 제작사에서 선사하는 멋들어진 숨은 그림 찾기 어드벤처 게임입니다!흡혈귀 전설: 키실로바의 진실은 최초로 문서로 기록된 흡혈귀 사건을 기반으로 공포를 주요 골자로 만들어진 어드벤쳐 게임입니다.18세기의 유럽: 합스부르크 왕가의 땅을 대역병이 휩쓸고 지난지 50년 황제의 국민들이 다시금 위기에 처했습니다.말로 설명할 수 없는 끔찍한 일련의 죽음이 키실로바의 외딴 세르비아 마을에서 발생한 것입니다. 과거의 역병이 다시 발생한지도 모른다는 두려움에 마을 사람들은 고향을 등지고 도망가기 시작했습니다.뷔르템베르크 왕자의 명을 받고 제국의 특사가 사건 조사와 추가적인 죽음을 막기 위해 키실로바로 오게 되었습니다.여주인공과 그녀의 동료는 수사를 진두지휘하면서 목격자들을 심문하고 마을 구석구석을 누비며 수 많은 퍼즐들을 풀어내야 합니다.그들은 과연 마을 유지들의 비밀을 밝혀내고 자신들의 계획을 막아서는 후드를 뒤집어 쓴 수상한 사람의 정체를 알아낼 수 있을까요?키실로바와 제국의 운명이 여러분의 손에 달려 있습니다!• 18세기 유럽의 외딴 곳들을 손으로 채색하여 묘사한 62곳의 지역들.• 여러분의 동료 수사관이 종종 여러분에게 도움을 줄 것입니다.• 36개의 도전 의식을 불러일으키는 미니게임들과 21개의 숨은 그림 찾기.• 수사 도중 만나게 되는 14명의 흥미로운 인물들.• 다양한 엔딩을 가진 추가 콘텐츠!• 태블릿과 스마트폰에 최적화된 최고로 실감 나는 게임 플레이!+++바로 여기에!+++WWW: http://artifexmundi.comFACEBOOK: http://facebook.com/artifexmundiTWITTER: http://twitter.com/ArtifexMundiYOUTUBE: http://youtube.com/user/ArtifexMundiPINTEREST: http://pinterest.com/artifexmundiINSTAGRAM: http://instagram.com/artifexmundi	1 000 - 5 000	NA	2016년 2월 11일	NA	4.1
2016-06-28	53	다크 나이트 라이즈	5000	Gameloft	액션	크리스토퍼 놀란 감독이 제작한 배트맨 3부작의 장엄한 결말이 드디어 Android용 게임으로 그 모습을 드러냅니다.다크 나이트를 원작으로 제작한 게임8년 동안 배트맨의 모습을 감추었던 브루스 웨인이 이제 다시 활약을 시작합니다. 그를 기다리고 있는 건 정체를 알 수 없는 셀리나 카일 그리고 배트맨의 전설을 산산조각 내려는 최강의 악당 베인입니다.배트맨의 동료들을 만나고 힘을 되찾아 베인에게서 고담시를 구해내세요.캣우먼 루시어스 폭스 고든 청장 등 영화에 출연하는 주요 캐릭터가 등장하여 더욱 흥미진진한 스토리를 연출합니다.뛰어난 게임성수많은 미션과 무작위 이벤트를 통해 슈퍼 히어로가 되는 스릴을 만끽할 수 있습니다. 인질 구출 폭탄 제거 탈출 자동차 추격 등의 미션을 완료하여 진정한 고담의 수호자가 되세요.다채로운 기술과 영화적인 연출이 돋보이는 긴장감 넘치는 전투 시스템이 여러분을 화려한 액션의 중심으로 인도할 것입니다.도시에 곳곳에 숨겨진 아이템을 모아 업그레이드와 배트맨의 새로운 격투 기술들을 해제하세요.다크 나이트의 활약배트맨의 모든 장비를 손에 넣어 이점을 최대한으로 활용하세요. 갈고리 총으로 도시 곳곳을 이동하거나 적을 제압하고 배터랑을 던져 적을 공격하거나 멀리 있는 버튼을 누르는 등 수많은 가능성이 숨어 있습니다.격투 기술과 특수장비로도 감당할 수 없는 상황이라면 탈것을 이용해서 문제를 해결하세요. 배트-포드를 몰고 특별 순찰 미션을 수행하거나 더 배트를 조종하여 멀리 떨어진 곳으로 빠르게 이동할 수 있습니다.그 어느 때보다 생생한 고담넓은 고담시에서 다양한 구역을 돌아다니며 놀라운 그래픽으로 무장한 배트맨의 어두운 세계관을 마음껏 즐기세요.-----Gameloft의 최신 정보와 이벤트 소식을 가장 빠르게 접하는 방법!Gameloft 코리아의 공식 카페(http://cafe.naver.com/gameloftkr) 를 방문해 보세요.트위터 계정(http://glft.co/GameloftonTwitter) 을 팔로우하거나 페이스북(http://facebook.com/Gameloft) 에서'좋아요'를 클릭하세요.유튜브(http://www.youtube.com/Gameloft) 에서 동영상과 예고편을 감상해 보세요.개인 정보 취급 방침: http://www.gameloft.com/privacy-notice/?from=IGA&igagame=D4HM&ctg=PRIVACY&ver=1.6.0&lang=KR&hitId=9254208690이용 약관: http://www.gameloft.com/conditions/?from=IGA&igagame=D4HM&ctg=TERMS&ver=1.6.0&lang=KR&hitId=9246234195최종 사용자 라이선스 계약: http://www.gameloft.com/eula/?lang=kr	500 000 - 1 000 000	항목당 가격 ₩1 000 ~ ₩100 000	2016년 6월 16일	기기에 따라 다릅니다.	3.9
2016-06-28	54	Construction Simulator 2014	1500	astragon Entertainment GmbH	시뮬레이션	LIEBHERR MAN 및 STILL의 중장비를 동원하여 주택과 산업용 건물을 짓고 싶습니까? 그렇다면 Construction Simulator 2014를 구입하세요. 이제 Android 장치는 가상의 공사 현장이 됩니다.Construction Simulator 2014을 재생하면 고급 3D 그래픽 화면에서 실제와 동일한 14개의 공사용 기계 장비들을 제어할 수 있습니다. 실제와 똑같은 기계 장비로 단독 주택의 기초를 굴착하고 산업용 홀의 벽면 거푸집에 콘크리트를 타설하기 위해 주택 높이의 콘크리트 펌프를 가동하거나 혹은 이동식 크레인을 이용하여 거대한 지붕 트러스를 설치할 수 있습니다. 또한 여러분은 20시간 이상 재미있는 놀이를 하는 것처럼 3백여 건의 작업을 안정적으로 처리할 수 있습니다.작은 건축 회사를 성공적인 부동산 그룹으로 키우고 자유롭게 통행할 수 있는 도시를 나만의 스타일로 연출하고 싶지 않으십니까?기능 설명- 실제 작동 모드에 맞게 설계된 LIEBHERR MAN 및 STILL의 14가지 공사용 기계 장비- 고급 3D 그래픽- 이동식 장치에 맞게 최적으로 설계된 공사용 기계 장비를 실제 상황처럼 제어(예를 들면 굴착기용 유로 컨트롤을 지원)- 풍력 발전기 수영장 학교 건물 또는 시청 등 대규모 공사 현장- 실제 기계 장비에서 직접 녹음한 실감나는 기계음- 초보자용 및 전문가용 제품 구비: 아케이드 컨트롤에서 전문 컨트롤로 자유롭게 변환- 거대한 세계를 자유롭게 이동- 출세의 사다리: 견습생에서 건축업계의 거물로 성장- 최고의 다양성을 갖춘 오더 시스템을 통하여 언제나 지속적으로 즐거운 게임을 할 수 있도록 함도시의 여러 구역에서 방해물을 제거하고 나만의 스타일로 도시를 연출하면서 구조물의 색상 재료 및 규격을 자유롭게 선택	500 000 - 1 000 000	항목당 가격 ₩1 286 ~ ₩36 113	2015년 4월 2일	NA	4.3
2016-06-28	55	NBA 2K16	9000	2K Games Inc.	스포츠	The NBA 2K franchise is back with the most-true to life NBA experience to date with NBA 2K16. NBA 2K16 is packed with enhancements new features updated rosters and more opportunities to earn Virtual Currency. NBA 2K16 also includes the popular MyCAREER mode as well as a new soundtrack curated by pop super-producer DJ Mustard renowned producer and rapper DJ Khaled and legendary hip-hop producer DJ Premier. With enhanced graphic and player models new animations that provide smoother movement and more realistic articulation combined with new controls and expanded device support it’s certain to be the most authentic NBA mobile gaming experience yet!Features:• Full MyCAREER Blacktop and Season modes.• Improved graphics and game performance• New controls for smoother mobile gameplay• Earn and enjoy more Virtual Currency• Euroleague teams now available• NBA 2K Store offers equipment courts VC updated content and much more.NBA 2K 프랜차이즈 다시 NBA 2K16와 함께 현재까지 가장 진실한 삶에 NBA 경험이다. NBA 2K16는 가상 화폐를 적립 향상 새로운 기능 업데이트 된 로스터 및 더 많은 기회들이 즐비합니다. NBA 2K16는 또한 인기 MYCAREER 모드뿐만 아니라 팝 슈퍼 프로듀서 DJ 겨자 유명 프로듀서와 래퍼 DJ 칼레드 전설적인 힙합 프로듀서 DJ 프리미어 큐레이터 새로운 사운드 트랙이 포함되어 있습니다. 향상된 그래픽 및 플레이어 모델 부드러운 움직임과 새로운 컨트롤 및 확장 장치 지원과 함께보다 현실적인 관절을 제공하는 새로운 애니메이션으로 아직 대부분의 정통 농구 (NBA)의 모바일 게임 경험을 할 것이 거의 확실한입니다!특징 :• 전체 MYCAREER 아스팔트 그리고 시즌 모드.• 향상된 그래픽과 게임 성능부드러운 모바일 게임 플레이 • 새로운 컨트롤• 적립 이상의 가상 통화를 즐길 수• 유로 리그 팀이 사용할 수• NBA 2K 저장 장비 코트 VC 업데이트 된 콘텐츠 등을 제공합니다.	50 000 - 100 000	항목당 가격 ₩999 ~ ₩23 168	2015년 12월 2일	2.0G	3.4
2016-06-28	56	Sand! Premium	1078	Single Cell Software	캐주얼 게임	A FAST falling sand game.Based on the original falling sand game this little time-waster lets you draw different elements and watch them interact. Set things on fire grow a garden create elaborate set-ups. Most elements can be set to either draw or emit by pressing again on the palette.The interface is minimal to free up canvas space but elements names are shown on selection and there are basic instructions and element descriptions when you press ? .The premium version offers 27 elements of which 17 can also emit (aka spouts ) by selecting them twice.- Eraser- Stone- Water / Spout- Plant / Weed- Fire / Torch- Sand / Sand spout- Wax- Oil / Oil spout- Salt / Salt spout- Methane / Methane spout- Lava / Lava spout- Steam / Steam spout- Nitro / Nitro spout- Napalm / Napalm spout- Gunpowder / Gunpowder spout- C4- Detonating cord- Cement / Cement spout- Wood- Metal- Thermite / Thermite spout- Plutonium / Plutonium spout- Fuse- Ice / Ice source- Membrane- Pump- Fireworks / Fireworks spoutHighly optimized to run very smooth on most devices.Minimum specs:1 GHz ARMv7 device.800x480 display.FAST 떨어지는 모래 게임.원래 떨어지는 모래 게임을 기반으로 이 작은 시간 살인자는 다른 요소를 그릴하고 상호 작용을 볼 수 있습니다. 불에 물건을 설정 정교한 셋업을 만드는 정원을 성장. 대부분의 요소는 하나 그리거나 팔레트를 다시 눌러 방출하도록 설정할 수 있습니다.인터페이스는 캔버스 공간을 확보하기 위해 최소한이지만 요소 이름은 선택에 표시되고를 누를 때 기본 지침 및 요소 설명이있다 ? .프리미엄 버전은 17도 두 번을 선택하여 (일명 주둥이 ) 방출 할 수있는 27 요소를 제공합니다.- 지우개- 스톤- 물 / 주둥이- 플랜트 / 잡초- 화재 / 토치- 모래 / 모래 주둥이- 왁스- 오일 / 오일 분출- 소금 / 소금 주둥이- 메탄 / 메탄 분출- 용암 / 용암 분출- 증기 / 증기 분출- 니트로 / 니트로 주둥이- 네이팜 / 네이팜은 주둥이- 화약 / 화약 주둥이- C4- 폭파 코드- 시멘트 / 시멘트 주둥이- 나무- 금속- 테르밋 용접 / 테르밋 용접 주둥이- 플루토늄 / 플루토늄 주둥이- 퓨즈- 얼음 / 아이스 소스- 막- 펌프- 불꽃 놀이 / 불꽃 놀이 분출높은 대부분의 장치에 매우 부드러운 실행되도록 최적화.최소 사양 :1 GHz의 ARMv7 장치입니다.800X480 표시됩니다.	10 000 - 50 000	NA	2013년 5월 21일	128k	4.4
2016-06-28	57	LIMBO	5637	Playdead	어드벤처	누이의 운명을 믿을 수 없는 한 소년이 LIMBO에 들어선다.언론의 평가“Limbo is as close to perfect at what it does as a game can get.”10/10 – Destructoid“The game is a masterpiece.”5/5 – GiantBomb“Limbo is genius. Freaky weird genius. Disturbing uncomfortable genius.”5/5 – The Escapist“Dark disturbing yet eerily beautiful Limbo is a world that deserves to be explored.”5/5 – Joystiq100여개 상 수상Gameinformer’s “Best Downloadable”Gamespot’s “Best Puzzle Game”Kotaku’s “The Best Indie Game”GameReactor’s “Digital Game of the Year”Spike TV’s “Best Independent Game”X-Play’s “Best Downloadable Game”IGN’s “Best Horror Game”	100 000 - 500 000	NA	2015년 9월 7일	130M	4.7
2016-06-28	58	퍼스트 택틱스 (SRPG)	1166	FiveFinger	롤플레잉	※ TFT는 1인이 개발한 인디 게임으로 턴제 SRPG(택틱스) 장르입니다.※ 최적의 조작감과 최고의 전략으로 택틱스가 돌아 왔습니다.※ 수많은 분들이 게임성에 대해 극찬해 주셨습니다.※ 최고의 전략을 가지고 계십니까? 최고난도의 마수를 지금 바로 사냥 해 보세요.※ 롤플레잉에 익숙하지 않으시다고요? 친절한 튜토리얼로 초보도 금새 고수가 될 수 있습니다.※ 전략의 짜릿한 쾌감을 느끼고 싶으시다면 지금 당장 다운로드 하세요.시스템※ 적들의 움직임을 예측한 전략을 짜 스테이지를 클리어해보세요.※ 많은 캐릭터와의 인연을 지금 시작 해 보세요.※ 진화 시스템으로 강력한 캐릭터를 얻으세요.※ 각성 시스템으로 나만의 캐릭터를 만들어 보세요.※ 바쁜 시간에도 오케이.. 자동전투 시스템을 이용해 보세요.※ 자기전엔 아르바이트를 시켜 돈을 버세요. 자는 동안에도 군자금이 쌓이는 기적!※ 퍼스트 택틱스는 데이터가 로컬에 저장되는 로컬형 게임입니다. 어플을 삭제 하면 모든 데이터가 사라지니 주의해주세요.※ 퍼스트 택틱스 무료 버전과 유료 버전은 서로 호환 되지 않습니다.※ 유료버전은 한달간 크리스탈 30개씩 드리는 VIP티켓을 선물로 드립니다.공식커뮤니티 : http://cafe.naver.com/thefirsttactics공식페이스북 : https://www.facebook.com/FiveFinger2015장애 및 버그 신고는 공식 카페를 이용해주세요.문의 메일 : fivefingerqa@gmail.com----개발자 연락처 :인천시 서구 불로동 월드 아파트010-6205-8456	10 000 - 50 000	항목당 가격 ₩1 166 ~ ₩94 228	2016년 5월 22일	53M	4.7
2016-06-28	59	리얼당구 PRO	3900	limsoft	스포츠	리얼당구는 어플 이름처럼 실제 당구와 거의(99%) 흡사하게 만들었습니다.소대/중대/대대 당구대를 모두 지원하며 당구대와 당구공의 비율도 실제 크기 비율을 그대로 축소 적용 하였으며 스핀 또한 실제 당구와 거의 근접하게 구현한 물리 엔진을 사용 하였습니다.예를 들어 흔히 사용하는 당구용어로 '쪼댕이(?)' '슈퍼시네루' '니꾸' 같은 현상 및 마세이 밀어치기 스트로크 끊어치기 스트로크까지 모두 구현되어 있습니다.게임 모드는 연습모드 미션모드 대전모드 배틀모드 4가지이며 각각 다음과 같습니다.1. 연습모드- 3구/4구/6구를 무제한으로 마음껏 연습하실 수 있습니다.- 공의 위치를 유저 임의로 변경할 수 있고 '다시치기'와 '리플레이 보기' 기능으로 집중 연습을 할 수 있습니다.- 대전 중 관심있는 포지션을 저장하고 연습모드에서 불러와 마음껏 연습하실 수 있습니다.- 샷을 하기 전에 내 샷의 경로를 미리 볼 수 있는 '미리보기 가이드라인'을 제공 합니다. (공 및 쿠션의 충돌 표시는 기본. 스핀의 변화까지 모두 적용. 스샷확인)- 초보분들을 위한 3구/4구/6구 게임의 인공지능 길안내 기능을 기본으로 제공 합니다. (이제 3쿠션 길 걱정 끝~)- 300 이하 마세이 가능!! 이제 당구장에서 눈치보면서 '마세이' 연습하실 필요가 없습니다. 좋아하는 프로 선수들의 예술구를 따라해 보세요~!- 밀어치기 끊어치기 스트로크를 사용할 수 있습니다.- 관전하기 기능으로 고수의 샷을 TV를 보듯이 관람할 수 있습니다.2. 미션모드- 구력 50점부터 구력 300점까지의 마세이 및 모아치기 미션 포함한 다양한 난이도로 구성된 총 40개의 미션을 제공 합니다.- 미션마다의 이론을 도움말로 제공해 유저의 구력을 300점 까지 길라잡이 할 수 있도록 구성 되었습니다.3. 대전모드- 친구나 연인과 블루투스로 대전 할 수 있습니다.- 구력50부터 500까지의 인공지능과 구력을 자유롭게 설정하여 대전 할 수 있습니다.- 단말기 한대로 번갈아 가면서 칠 수 있도록 2인 모드를 지원 합니다.4. 배틀모드- 리얼당구 중수 이상이 되시면 클럽 모드에 한번 도전해 보세요!!- 배틀모드에서는 수많은 고수 준프로 프로 선수들과 함께 식스볼 3쿠션(대대) 게임을 무한대전 형식으로 즐길 수 있으며 획득한 아이템으로 큐대를 업그레이드 해보세요!!5. 랭킹- 나의 에버리지가 높은거야? 낮은거야? 랭킹 등록하고 내 실력이 어느정도인지 확인해 보세요!!※ 주의사항리얼당구는 게임 데이터를 단말기에 저장 하므로 단말기를 초기화 변경 하거나 게임 삭제 시 게임 데이터를 복구 할 수 없습니다.게임 중 배터리가 방전될 경우 데이터가 손상되어 초기화 될수 있으니 충전 후 플레이 하시기 바랍니다.----개발자 연락처 :070-0000-0000	10 000 - 50 000	항목당 가격 ₩1 000 ~ ₩55 000	2016년 1월 29일	8.6M	4.4
2016-06-28	60	악몽의 성 plus	1000	Dave Studio	롤플레잉	미스테리한 던전을 애런과 함께 모험하세요!유저는 게임을 플레이 하며 개성 강한 몬스터와 보스들을 만나게 됩니다.한층 한층 깨나가다 보면 강력한 스킬을 쓰는 보스들이 10층마다 포진하고 있으며수많은 몬스터 들은 조합을 바꿔가며 끊임없이 앞길을 막습니다.애런은 던전을 돌며 무기 방어구 악세서리 스킬 등을 획득하여점점 성장하게 되고 카드덱을 완성 용병들을 소환해다양한 4인 파티를 조합하게 됩니다.<60여 장의 카드와 카드덱 용병 시스템>저희 게임의 가장 큰 특징은 카드덱 시스템 입니다.던전을 돌며 다양한 카드를 수집하게 되고 각각의 카드덱을 완성하여 파티에 동참할 다양한 용병 들을 얻게 됩니다.용병마다 능력치와 구사하는 스킬들이 달라서 다양한 4인 파티 조합을 구성할 수 있습니다.기본 무료 버전을 받으시려면 여기로 방문해보세요.(계정 정보는 동일하게 적용되요.)https://play.google.com/store/apps/details?id=air.com.davestudio.castleofnightmare자세한 공략은 공식 카페를 방문해보세요.http://cafe.naver.com/castleofnightmare----개발자 연락처 :010-6403-0420	500 - 1 000	항목당 가격 ₩999 ~ ₩100 000	2016년 6월 18일	75M	4.1
2016-06-28	61	Infinite Flight Simulator	5406	Flying Development Studio LLC	시뮬레이션	기능이 완비된 비행 시뮬레이터를 손바닥 안에서 즐기세요. Infinite Flight는 호기심 많은 초보자든 노련한 조종사든 모바일 기기에서 가장 종합적인 비행 시뮬레이션 경험을 제공합니다. 고도로 상세한 여러 종류의 항공기들을 전세계 여러 지역에서 주야로 다양한 기상 조건 하에서 광범위한 중량 구성으로 비행해 보세요. 비행의 모든 부분을 세심히 살펴볼 수 있게 하는 첨단 카메라 및 릴레이 시스템으로 여러분의 기량을 향상시킬 수 있습니다.특징:• 35대의 항공기 (17대 포함 + 18대 추가 가능): Airbus Boeing Embraer Cessna Cirrus etc.• 각각 수천 평방 킬로미터를 포괄하는 14개 지역 (7개 포함 + 7개 추가 가능)• 활주로와 유도로가 정밀하게 배치된 모든 주요 공항• 비행 계획 수립• 계기 착륙 장치 (ILS)• 자동조종장치 (고도 방향 스로틀 및 상승 속도)• 첨단 릴레이 시스템• 시간 및 기상 조건• 중량 및 균형 구성• 입문 및 이륙 비행 레슨• 비행일지• 업적• 기타 등등...	100 000 - 500 000	항목당 가격 ₩3 237 ~ ₩54 559	2016년 3월 6일	45M	4.4
2016-06-28	62	Neo Monsters	999	NTT Resonant Inc.	롤플레잉	You arrive at the capital city of Othlon as the sole heir of your late uncle's monster ranch. Your mission? To become the Champion of Monster Trainers!Assemble your team of monsters and topple numerous challenges. Take the fight online and compete in special missions for rankings or clash with other players directly in head-to-head combat! Are you ready to take the challenge?You'll have to put your skills to the test both on and off the battlefield! Battles in this game feature 4 monsters on the field at once and party sizes of up to 16 monsters. Construct your party wisely because certain monsters have abilities that work in tandem with others for chain strategies. A well-placed monster can mean the difference between a close victory or a crushing loss!There's many different strategies available to utilize. Monsters can lock enemies down with stun moves and attack with Timestrike or  lull enemies to sleep and drain their health with Dreamhunt or keep their allies safe with Protector skills and many more!FEATURES-Capture hundreds of fully animated monsters!-Explore 6 different worlds in 60+hrs of adventure!-Train and customize your monsters at the ranch!-Fight through 6 leagues to become Champion!-140 optional online missions to test your skills!-Master devastating combinations from among tons of different monster abilities!Deal massive damage to poisoned monsters with Poison Eater !Put enemies to sleep and then feast on them with Dreamhunt !Killed one enemy? Rack up the kill count even more with Bloodcrave !...and many more!Terms of Servicehttp://pockettrend.net/terms-of-service/당신은 당신의 말 삼촌의 몬스터 목장의 유일한 후계자로 Othlon의 수도에 도착. 당신의 임무? 몬스터 트레이너의 챔피언이 될 수 있습니다!괴물의 팀을 조립하고 많은 문제를 넘어. 온라인 싸움을 타고 순위 특수 임무 경쟁 또는 일대일 전투에서 직접 다른 플레이어와 충돌! 당신은 도전을 할 준비가 되셨습니까?당신과 전장 떨어져 모두 시험에 기술을 넣어해야합니다! 이 게임에서 전투는 한 번에 필드에 4 괴물을 특징으로하고 최대 16 괴물의 파티 크기. 특정 몬스터 체인 전략에 대한 다른 사람들과 협력하여 작업 능력을 가지고 있기 때문에 현명하게 파티를 구축합니다. 잘 배치 된 몬스터는 가까운 승리 또는 분쇄 손실의 차이를 의미 할 수 있습니다!활용하는 데 사용할 수 많은 다른 전략이있다. 몬스터 자고 Dreamhunt 자신의 건강을 드레인 이상의 보호 기술과 안전 그리고 많은 자신의 동맹을 유지하기 위해 전기 이동 및 공격 Timestrike으로 또는 소강 적으로 원수를 잠글 수 있습니다!풍모완전히 애니메이션 괴물의 수백 -Capture!모험의 60 + 시간에 -Explore 6 다른 세계!-Train 및 목장에 당신의 괴물을 사용자 정의!6 리그를 통해 -Fight은 챔피언이 될 수 있습니다!-140 옵션 온라인 임무는 당신의 능력을 테스트합니다!○ 석사 다른 괴물의 능력의 톤 중에서 조합을 파괴! 독 먹는 와 중독 괴물에 엄청난 손상을 거래!잠 원수를 넣고 다음 Dreamhunt 로 잔치!하나의 적을 처치? Bloodcrave 와 더 킬 (kill) 수를 올릴!...그리고 더 많은!서비스 약관http://pockettrend.net/terms-of-service/	100 000 - 500 000	항목당 가격 ₩1 029 ~ ₩97 574	2016년 6월 16일	74M	4.6
