rank	title	price	publisher	category	description	download	inAppProducts	lastUpdate	size	rate
2016-06-15	115	FMM 2016 Scout	1720	iScoutFMH	스포츠	FMM 2016 Scout is the latest release in the one and only scouting series on mobile and tablet devices which allows you to find those hidden gems in game.Year on year adding new features to the app.Take a step back from management and test your skills at scouting out and finding those players that you need to complete your squad in game!Building upon the success of FMH 2014/15/16 Scout FMH 2015/16 Pre Editor iScout FMH is pleased to release this seasons scouting utility.Found a player in game? Want the low down on their potential? Football Manager Handheld 2015 Scout enhances you as a managers ability to find that perfect player.NOTE:- Managers name must be 3 characters long or more for FMM Scout to work.Changes/Features:- New Lighter Improved UI.- FMM 2016 Scout now remembers your last load save location.- FMM 2016 Scout now remembers your last 4 loaded saves for speed loading.- Increased compatibility with different resolutions.- Double sorting to give finer filtering.- 14 functioning filters.- Save created shortlists and load them directly into FMM 16!- Ability to add all of the searched list into one big shortlist.- Added new shortlist view so you can see who's been added and remove them if needed.- Added new staff list view with filtersFMM 2016 스카우트는 게임에서 그 숨겨진 보석을 찾을 수 있도록 모바일 및 태블릿 장치에서 하나의 최신 버전 만 정찰 시리즈입니다.전년 대비 앱에 새로운 기능을 추가.관리에서 다시 단계를 가지고 밖으로 정찰하고 게임에서 분대를 완료해야 그 선수를 찾는에서 실력을 테스트!FMH 2014/15/16 스카우트 FMH 16분의 2 015 사전 편집기 iScout FMH의 성공에 구축 유틸리티를 정찰이 계절을 발표 할 기쁘게 생각합니다.플레이어가 게임에서 발견하셨습니까? 자신의 잠재력에 저를 원하십니까? 풋볼 매니저 핸드 헬드 2015 스카우트는 완벽한 선수를 찾을 수있는 관리자의 능력으로 당신을 향상시킵니다.노트:- 관리자 이름은 FMM 스카우트가 작동하려면 3 자 이상이어야합니다.변경 / 특징 :- 새로운 라이터 개선 된 UI입니다.- FMM 2016 스카우트는 현재 저장 위치 마지막 부하를 기억합니다.- FMM 2016 스카우트 이제로드 마지막 4 속도 로딩 저장 기억합니다.- 서로 다른 해상도와의 호환성을 증가.- 더블 정렬은 미세한 필터링을 제공합니다.- 필터 (14)의 기능.- 생성 shortlists을 저장하고 FMM (16)에 직접로드!- 하나의 큰 후보로 검색 목록을 모두 추가 할 수있는 기능.- 당신이 추가되었습니다 누가 확인하고 필요한 경우이를 제거 할 수 있도록 새로운 명단보기를 추가했습니다.- 필터가 추가 된 새로운 직원 목록보기	1 000 - 5 000	NA	2016년 2월 6일	14M	3.7
2016-06-15	116	GANGFORT	2153	GANGFORT	액션	GANGFORT는 8 비트 픽셀 아트 스타일이 감미된 액션 팀 기반의 슈팅 플랫포머 게임입니다! 당신이 속해 있는 팀이 라운드에서 승리를 거둘 수 있도록 달리고 뛰고 쏘고 무엇이든 다 도전해 보세요!9명의 캐릭터를 선택하실 수 있습니다!• 러셔• 빌더• 토쳐• 야시• 마린• 마스• 딜러• 에이전트• 캠퍼온라인 멀티 플레이어!그 어떤 모바일 기기로도 공식 서버스를 통해 친구들 또는 다른 플레이어들과 온라인으로 게임을 즐기실 수 있습니다! 와이파이 및 4G/LTE에서 재생 가능합니다 (3G도 가능하나 긴 대기 시간으로 인해 추천하지는 않습니다).싱글 플레이어!최고급 인공 지능에 의해 제어되는 스마트한 내장형 봇으로 오프라인 게임을 즐기실 수 있습니다!뛰어난 그래픽 및 사운드!귀엽고 아름다운 2D 8비트 픽셀 아트 그래픽 스타일과 환경 디테일에 빠져보세요. 당신의 눈과 귀를 즐겁게 해드릴 겁니다!두 가지의 팀 기반 오브젝티브 모드• 자리 쟁탈 을 하여 적들로부터 자리를 뺏기지 않도록 피하세요• 폭탄을 굴려 떨어뜨리기 로 적의 영토를 공격하세요순위표 및 업적!다른 플레이어들과 점수를 비교하고 여러 가지 업적을 이루어 보세요!적은 용량 및 최적화!- 게임이 단 15 메가바이트 밖에 되지 않는다구요? 그게 가능한가요?- 마법광고는 NO!게임을 직접 구매하셨으니 광고 쯤은 가볍게 제쳐버리고 게임을 즐기실 수 있습니다!최신 뉴스를 알아보고 싶으시다구요? 저희를 팔로우 해주세요:페이스북 - https://fb.com/gangfort트위터 - https://twitter.com/gangfortgame 또는 @gangfortgame	1 000 - 5 000	항목당 가격 ₩1 000 ~ ₩110 000	2016년 5월 30일	14M	4.2
2016-06-15	117	TruckSimulation 16	2188	astragon Entertainment GmbH	시뮬레이션	TruckSimulation 16에서는 실존하는 9대의 트럭 중 하나를 골라 진짜처럼 운전할 수 있습니다. 낡고 달그락거리는 트럭으로 시작해서 서부 및 중유럽에 위치한 거대한 도로망에서 다양한 공급 계약을 통해 첫 동전을 버세요. 열심히 번 돈으로 충실히 재생산한 MAN 트랙터 5대와 같은 더 나은 트럭을 구매하세요!일반적인 주문에서부터 위험물 운반까지 다양한 미션 유형이 각양각색의 경험을 제공합니다. 물품 범주 8개에서 각각에 맞는 트레일러를 선택하세요. 부피가 큰 물품에는 목재 세미 트레일러를 사용하고 냉동 트럭 세미 트레일러는 식료품을 운반할 때 사용하세요.도로망은 중부 및 서부 유럽의 광대한 지역까지 포함하며 현실적인 랜드마크로 이루어진 도시 20개 이상이 있어 친숙한 고속도로에서 무한한 드라이빙 즐거움을 선사합니다.조심스럽고 시간에 엄수하여 여행에 착수하면 회사에 투자할 수 있는 보너스를 획득할 수 있습니다. 관리 메뉴에서 새로운 직원을 채용해서 새로운 차량과 트레일러를 마련하기 위한 돈을 벌어들이도록 여행에 보낼 수 있습니다.상당한 재산을 모으셨나요? 그렇다면 여러 번 수상한 경력이 있는 유럽 챔피언인 Team Hahn이 충실히 재생산한 경주용 트럭을 구매하고 유럽 고속 도로를 달려보세요.여러분은 유럽 물류 산업의 큰 손이 될 수 있나요?Media quotes:- games-court.com: 트럭 시뮬레이션의 팬이라면 TruckSimulation 16은 강추.- appgemeinde.de: 이 저렴한 가격으로 시뮬레이션 팬은 후회할 일 없을 것.- t-online.de: 이 게임은 재미있고 몰입할 수 있으며 저녁 몇 시간이나 출퇴근 몇 분 정도는 손쉽게 잊어버리게 해준다. 트럭 운전에 흥미가 없는 신규 유저도 이 시뮬레이션의 재미에 깜짝 놀랄 것.- rtl.de: 이 게임은 그야말로 진정한 트럭의 느낌을 선사한다.Features:- 현실적인 트럭 9대- MAN이 라이선싱한 충실히 재생산된 트랙터 유닛- Team Hahn이 생산한 진짜 경주용 트럭- 범주 8개를 위한 각기 다른 트레일러 8대- 중부 및 서부 유럽의 광대한 지역에서 따온 현실적인 거대한 도로망- 20개가 넘는 도시와 그에 따른 랜드마크- 조종석 관점과 충실히 모델된 MAN 피팅으로 더욱 향상된 현실성 제공- 포괄적인 관리 시스템: 기사 고용 및 다양한 도시에 차고 건설을 통한 사업 확장US-EN DE FR ES IT TR PL BRZ PT RU JP DU CZ FI NO SE ZH-TR ZH-SI : 응용 프로그램은 다음과 같은 언어를 지원합니다	10 000 - 50 000	항목당 가격 ₩1 000 ~ ₩11 000	2016년 3월 17일	362M	4.0
2016-06-15	118	엑스콤:에너미언노운(XCOM:Enemy Unknown)	7700	SELVAS	시뮬레이션	화려한 수상 경력을 지닌 최고의 PC & 콘솔 게임을 모바일에서 만나보실 수 있습니다!미지의 적으로부터 위협에 시달리는 지구의 정부들이 서로 연합해 XCOM 이라는 엘리트 군사 조직을 탄생 시킵니다.당신은 XCOM의 사령관으로서 위협적인 외계인의 침략에 맞선 치열한 전투 속에서 완전한 기지를 만들어 운영하고 외계인의 기술을 연구하고 전투 임무를 계획하고 전장에서 병사들을 지휘해야 합니다.인류의 운명은 모두 당신의 선택에 달려있습니다.당신이 우리의 마지막 희망입니다.*게임을 원활히 실행하시려면 최소 5GB의 용량이 필요합니다.새로운 OS 업데이트 발생 시 일부 단말에서는 지원되지 않을 수 있습니다. (롤리팝 업데이트 포함)----개발자 연락처 :SELVAS+82261907407	1 000 - 5 000	NA	2014년 12월 9일	3.6G	4.3
2016-06-15	119	FINAL FANTASY VI	18000	SQUARE ENIX Co. Ltd.	롤플레잉	''FINAL FANTASY VI'가 Android에 등장!!FINAL FANTASY시리즈 6번째 작품으로 1994년에 등장한 'FFVI'.메인 캐릭터 전원이 주인공이며 그들이 펼치는 장대한 군상극은 아직도 높은 평가와 인기를 자랑하고 있다.이야기를 고조시키는 연출 역시 높은 평가를 받았으며 특히 중반의 대재앙은 많은 유저에게 충격을 주었다.어빌리티와 마법 소환 등을 제어하는 '마석시스템'에 따라 유저의 취향에 맞는 캐릭터의 육성이 가능하다.또 이후 시리즈의 단골이 된 최강 클래스의 검 '울티마 웨폰'이 처음 등장한 작품이기도 하다.Story마대전.모든 것을 불태워버린 그 전쟁이 끝났을 때 세상에서 '마법'이 사라졌다.그리고 천 년 후…철 화약 증기기관 사람들은 기계의 힘을 사용해 세상을 부활시켰다.사라져버린 줄 알았던 마도의 힘을 가진 소녀 티나.그 힘 때문에 제국군에게 병기로 이용당하던 그녀와 우연히 만나게 된 청년 록.두 사람의 도피행각은 많은 이들과의 운명적인 만남을 통해 하나의 방향으로 나아가는데…게임의 특징- 모든 그래픽을 스마트폰용으로 새롭게 제작했으며 오리지널판부터 참여했던 '시부야 카즈코'가 메인캐릭터의 제작과 그래픽 감수를 담당해 FF의 세계를 모바일 기기에서 재구축하였다.- 지금까지 만들어진 스퀘어 에닉스 스마트폰용 RPG 작품의 노하우를 살려 터치패널에서도 직관적이고 플레이하기 쉬운 쾌적한 조작성을 실현하였다. 특히 전투 UI는 스마트폰용으로 완전히 새롭게 만들었다.- 2006년의 리메이크 때 추가된 새로운 마석과 입수 이벤트도 적용되었다.- 이벤트의 일부를 터치플레이로 쾌적하게 플레이할 수 있도록 최적화하였다.*************************일부 기종에서는 사용상황에 따라 어플리케이션이 강제로 종료되는 경우가 있습니다.불편을 끼쳐드려 대단히 죄송합니다만 아래의 주의사항을 확인 후 게임을 즐겨주시길 바랍니다.- 플레이 중에는 자주 저장을 해주세요.- 플레이를 중단할 때는 멀티태스킹 바에서도 어플리케이션을 완전히 종료시켜 주세요.- 동작이 불안정할 때는 휴대전화의 전원을 끄고 몇 분 뒤에 전원을 다시 켜주세요.*************************안드로이드 4.4가 탑재된 디바이스 경우 [런타임 선택]에서[ ART사용]을 선택하면어플리케이션이 정상적으로 기동하지 않습니다. 주의를 부탁드립니다.런타임은 디폴트로 놔둔채로 이용을 부탁드립니다.	100 000 - 500 000	NA	2015년 12월 3일	635M	4.5
2016-06-15	120	Dokuro	2099	GungHoOnlineEntertainment	액션	이름 없는 Dokuro여 마왕의 성에서 공주를 구출해내라!여러분은 이름 없는 마왕군의 하급 Dokuro 병사입니다.사소한 일에서부터 무서운 마왕의 신부가 될 운명에처한 공주에게 자유를 찾아주어야 합니다.여러분은 Dokuro로서 그림자로부터 꽃미남으로서 정면에서 공주를탈출시켜 줍시다.■게임 특징각자 능력이 다른 Dokuro와 꽃미남을 적절히 사용하여 공주를 트랩과적으로부터 지켜나가며 마왕의 성에서 탈출을 도우세요.꽃이 있는 곳까지 공주를 데려가면 성공!그와 더불어 다시 새로운 이야가 펼쳐집니다.깊은 게임성을 갖고 있으면서도 언제든지가볍게 시작하고 멈추는 것이 가능합니다.신세대 퍼즐 액션 게임이 여러분을 기다리고 있습니다.본 애플리케이션은 태블릿에서도 이용하실 수 있습니다. 옵션 내에서 할당된 키를 변경하실 수 있습니다.■줄거리평화롭게 살고 있던 공주님 어느 날 마왕에게 사로잡혀 버렸습니다.마왕은 공주를 자신의 신부로 만들 작정입니다.갖힌 공주를 감시하는 임무를 부여받은 마계의 말단Doruko는 성실하게 망을 보고 있었습니다.하지만 울고만 있는 공주의 모습을 보고 있다보니 그녀를원래의 삶으로 돌아가게 해주고 싶다고 생각하게 되었습니다.드디어 Doruko는 무서운 마왕을 배신하고 공주를 놓아주게 됩니다.과연 둘의 탈출극은 성공할 수 있을까요…?	100 000 - 500 000	NA	2015년 12월 6일	51M	4.4
2016-06-15	121	스노우레인	4000	Gameday Inc.	캐주얼 게임	복잡하지만 아름다운 사랑이야기! 스노우레인한편의 순정만화를 보는 듯한 깔끔한 그래픽과 감동적인 스토리!48주간 펼쳐지는 아름다운 이야기 속으로 당신을 초대합니다.[게임설명]‘스노우레인’은 사춘기 청소년의 풋풋하고 애틋한 사랑을 서정적으로 다룬 연애 시뮬레이션 게임으로 높은 퀄리티의 다양한 일러스트와 이벤트 컷 그리고 사랑의 속삭임을 비롯한 차별화된 게임 시스템으로 여러분께 감동을 선사할 것입니다.[Game System]Love whispering(사랑의 속삭임) – 진짜 데이트를 즐기듯 사랑을 속삭이자!그녀가 좋아하는 음료수나 디저트를 주문하는 등 실제 데이트를 즐기듯 다양한 화제를 제시해 호감도를 높일 수 있습니다.Occupation Ending(직업 엔딩) – 주인공을 성장시켜 미래를 바꾸자!멀티 스토리 엔딩 이외에 성장모드를 통한 육성 시스템으로 총 19가지의 직업엔딩을 볼 수 있으며 이는 에프터 스토리를 여는 열쇠가 됩니다.After Story(에프터 스토리) – 그녀는 어떻게 살고 있을까?스노우레인의 멀티 엔딩 중 히로인 별 진엔딩과 직업엔딩의 조건이 맞으면 게임 속 히로인의 엔딩 이후의 삶을 함께 할 수 있습니다.Costume – 다양한 코스튬!총 36종의 코스튬과 10종의 스페셜 코트튬으로 히로인 5명의 다양한 변화를 느낄 수 있습니다.[Graphics Directing]다양한 그래픽 연출의 힘! 화려한 일러스트!시나리오에 몰입을 유도하기 위한 컷툰씬 웃음을 유발하는 코믹컷!아름다운 연출이 필요한 일러스트와 부분적으로 스토리 집중을 도와주는 서브일러스트!각 상황에 맞는 일러스트들로 감동과 재미를 더했습니다.〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓[개발자]# CS e-mail Address : Help@mgameday.com# Webpage : http://www.gameday.kr/# Facebook Fan Page : https://www.facebook.com/snowrain.kr/# BrandPage : http://snowrain2.gameday.kr/〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓〓----개발자 연락처 :0502-060-0001부산광역시 해운대구 우동 1470(센텀중앙로 48)에이스하이테크21 701호	10 000 - 50 000	항목당 가격 ₩1 000 ~ ₩9 900	2016년 4월 29일	83M	4.5
2016-06-15	122	FINAL FANTASY V	18000	SQUARE ENIX Co. Ltd.	롤플레잉	※주의※클라우드 세이브의 로그인으로 에러가 발생되는 분은 단말의 「화면 록」을 「OFF」 혹은 「화면자동회전」을 「ON」으로 해서 다시 확인해 주세요.그래도 에러가 해소되지 않을 경우는 수고를 끼쳐서 죄송합니다만 서포트까지 연락 주세요.잘 부탁드립니다.드디어 파이널 판타지 V 가 Android에 등장!!파이널 판타지 시리즈의 제 5탄으로 1992년에 발매된 파이널 판타지 V.FF 시리즈로는 처음으로 더블 밀리언을 기록하며 엄청난 인기를 받았던 작품입니다. FF III 의 직업 변경 시스템을 더욱 진화하고 발전시킨 직업+어빌리티 시스템을 탑재하여 더욱 자유롭게 캐릭터를 커스터마이즈할 수 있게 되었습니다.또한 2D 도트 캐릭터에 의한 풍부한 감정 표현으로 플레이어의 상상력을 강하게 자극하여 스토리를 더욱 깊이 즐길 수 있습니다.스토리땅 물 불 그리고 바람...세계의 지식을 담고 있는 크리스탈.그 빛이 지금 산산이 부서지려 한다. 바람이 바뀌었어? 초코보를 타고 여행하는 바츠 타이쿤 성의 왕녀 레나 기억을 잃은 수수께끼의 노인 가라프 해적 두목 파리스.이변의 조짐을 느끼고 각자의 운명에 이끌리듯이 만난 4명.크리스탈의 인도 그리고 이어받은 마음.강한 의지를 안고 용사들은 모험의 길을 떠난다.	100 000 - 500 000	NA	2015년 8월 4일	148M	4.5
2016-06-15	123	우리들의 날개는 언제부턴가 부서졌다 (조각) - EP1	2500	Team HC	시뮬레이션	ㄱ. 게임의 앞서서2012년 20만명이 넘는 유저가 즐겼던 비주얼 노벨 '우리들의 날개는 언제부턴가 부서졌다' 가 ' Fragments'을 포함해서 다시 한 번 리메이크 되었습니다.ㄴ. 게임 설명'우리들의 날개는 언제부턴가 부서졌다'는 청소년의 풋풋하고 아름다운 사랑 이야기따위 다루지 않아! 모두가 주인공에게 달려드는 일상 리얼충들은 다 폭발해버렸으면 좋겠다!그저 일반 학생들의 평범한 일상 이야기 그리고 학생이라면 한 번쯤 생각하게 되는 고민들을 담은 심도 깊은 스토리.다양한 표정의 일러스트 높은 퀄리티의 BGM 선택지에 따른 결과 도출! 엔딩의 분기도 존재하고 있습니다.ㄷ. 스토리3월 2일에 다시 한 번 리메이크 된 '우리들의 날개는 언제부턴가 부서졌다 Fragments'는 3월의 내용을 담고 있습니다.겨울방학이 끝난 뒤 학생 모두가 다시 한 번 진화되어 나타났지만 주인공은 그런 거 없고 HOS만 줄창하는데.하지만 알고 보니 겨울방학이 끝난 뒤 성격 개조를 당한 학생들이 자의가 아닌 타의로 개조를 당했다면그저 방관해야 하는가? 아니면 직접 나서서 정의의 편이 되어야 하는가?그 결과는 누가 볼 수 있는가?ㄹ. 제작진기획 / 시나리오 / UI 및 디자인 : 하언원화 : 시로 케이유우BGM : Music Addon 甘茶の音楽工房 MusMusSE : 効果音ラボSE Voice : 하냔포뇨 音枝優日ㅁ. 문의hanazawa.confederation@gmail.comㅂ. 홈페이지http://teamhc.net----개발자 연락처 :Team HC	1 000 - 5 000	항목당 가격 ₩1 900	2016년 3월 1일	121M	4.9
2016-06-15	124	아르베도 스페라	4500	tales#	캐주얼 게임	*. 첫 실행시 저사양폰에서 검은 화면상태로 1~2분정도 지연이 있을 수 있습니다. 조금만 기다려주세요.*. 본 게임은 이야기와 그림 연출을 중심으로 전개되는 컨텐츠입니다. 이부분 착오없으시길 바랍니다.*. LG 계열의 폰의 경우 원활한 플레이가 불가능할 시에는 옵션에서 특수효과를 OFF로 하고 플레이해 보세요.1. 기본설명이야기를 중심으로 전개되는 비주얼노블 게임입니다.아름다운 CG와 전문성우의 풀보이스 음성 부가요소들을 즐길 수 있습니다.코믹하면서도 진지한 이야기입니다. 연애의 달달함은 없지만 이야기의 박진감이 일품.실제 국내의 어떤 지역을 소재로 한 가벼운 도시괴담 입니다.* 실제 지명 인물과 게임의 내용과는 아무런 관련이 없습니다.2. 스토리갑자기 나의 휴대폰 속에 나타난 소녀 아모리그녀는 2D 캐릭터처럼 생겼으면서 자신이 인간이라고 주장한다.그녀와 함께 이차원의 문을 향해 다가갈수록 괴담으로만 치부했던 도시의 소문들이 실체를 가지고 다가오는데...아르베도 스페라3. 특징1) 지문을 최소화하고 연출을 강화한 새로운 시도2) 'MX2J'의 아름다운 그래픽 CG 와 다양한 이벤트 CG3) 모든 배역을 전문 성우들이 연기한 풀보이스 채용 (주인공 포함)4) 본 이야기 후에 제공되는 보너스 스토리4. Staff시나리오 및 연출 : ZadCG : Mx2jCG 보조 : Kylinproduce : 정해권BGM : 초롱아귀Sound Director : 이산화PV : QQUACKUI : 창새특수효과 : QQUACK 창새배경 : studio NOVA성우 캐스팅 및 연출 : 이산화녹음 : CL Creative도트디자인 : 모베special thanks to : 지나가던 개성우 캐스팅주인공 : 남도형아모리 : 유보라마키나 : 이명희프시케 : 김율PV Vocal제목 : Dive to 'D'작곡 : Yuni(Bubble booster)작사 : J.hem(Bubble booster)편곡 : MACARONI☆노래 : 김초희Produced by Bubble Booster*. MACARONI☆JAM Project 세션 기타 리스트초차원게임 넵튠 THE ANIMATION OP 편곡 등ED Vocal제목 : Memory작곡 : Yuni작사 : J.hem편곡 : Yuni & M2U (SQUARE MUSIQ)노래 : 유보라 (아모리CV)코러스 : YuniProduced by Bubble Booster보컬 레코딩 :  CL StudioMix & Master : Red House Studio5. 참고사항*. 설치후 추가 다운로드가 160MB정도존재합니다. SD카드(내부)에 충분한 용량을 확보하세요.*. 최소사양 : 갤럭시 S2 이상 안드로이드 2.3이상 권장사양 : 갤럭시 노트1 이상----개발자 연락처 :인천광역시 부평구 부평1동 185-46 네쌍스 오피스텔 104호070-4249-0369	1 000 - 5 000	NA	2016년 2월 15일	21M	4.6
2016-06-15	125	Dream Machine - The Game	1334	GameDigits Ltd	퍼즐	It’s a beautiful memorable 3D puzzle game and a premium one with no IAP to boot. - TouchArcade Dream Machine is Another Stunning Geometric Game - Kotaku Seriously Dream Machine is a great addition to any optical illusion puzzle game fan. - AppAdviceEscape a cold inhumane factory and free yourself into a mind-blowing fantasy world.Manipulate fantastical machinery and solve the many mysterious optical illusions that lie in wait. Use all your ability to survive hazardous levels and fight epic boss battles. Guide your mechanical friend from an oppressive workplace and lead them to freedom.Is it real or simply an illusion? Drift into the dream of the machine and find the truth.- Visually Stunning & Pleasant to PlayAmazingly beautiful hand-crafted levels containing 3D puzzles impossible geometry and optical illusions. Dream Machine is easy to pick up and play but hard to put down.- Boss BattlesFight against your oppressors in daring boss battles. Use all your skill and brainpower to defeat the monsters from this mechanical dream.- Replayability & UpgradesBeat your best level completion times to earn Cogs. These allow you to upgrade your mechanical friend achieve better times and climb Dream Machine’s competitive worldwide leaderboard.- Hazardous LevelsExercise your intellect to solve illusional puzzles and use your expertise to stay alive. 그것은 아름답고 기억에 남는 3D 퍼즐 게임 그리고 더 IAP와 프리미엄 하나가 부팅 할 수 있습니다. - TouchArcade 꿈의 기계는 또 다른 놀라운 기하학적 게임이다 - 코 타쿠 진심으로 꿈의 기계는 착시 퍼즐 게임 팬에 큰 도움입니다. - AppAdvice감기 비인간적 공장을 탈출하고 짜릿한 환상의 세계에 자신을 무료로 제공됩니다.환상적인 기계를 조작하고 대기에 누워 많은 신비한 착시를 해결한다. 위험 수준을 생존과 서사시 보스 전투를 싸우는 모든 능력을 사용합니다. 억압 직장에서 기계 친구를 안내하고 자유로 이어집니다.그것은 실제 또는 단순히 환상인가? 기계의 꿈에 드리프트와 진실을 찾을 수 있습니다.- 시각적으로 놀라운 및 쾌적한 플레이하기놀랍게도 아름다운 3D 퍼즐 불가능한 형상과 착시를 포함 레벨을 손으로 만들어진. 드림 머신 아래로 넣어 픽업 및 재생이 용이하지만 어렵습니다.- 보스 전투보스 전투를 대담에서 억압에 맞서 싸울. 이 기계적인 꿈에서 괴물을 물리 치기 위해 모든 기술과 두뇌를 사용합니다.- 리플레이 및 업그레이드톱니를 적립 최고의 수준의 완료 시간을 이길. 이들은 당신이 당신의 기계 친구를 업그레이드 더 나은 시간을 달성하고 꿈 기계의 경쟁력을 전 세계 리더를 등반 할 수 있습니다.- 위험 수준환상적 퍼즐을 해결하고 살아 남기 위해 전문 지식을 사용하도록 지성을 운동.	10 000 - 50 000	NA	2016년 4월 26일	48M	4.3
2016-06-15	126	삽질부대 : 제설 노가다	1000	KillAppTimes	전략	★★★ 유료버전 특혜 ★★★삽질부대2 - 제설노가다 유료버전 특혜를 알려드리겠습니다.▶ 1만원 이상의 코인과 초코빵 강화석을 지급해 드립니다.▶ 취침모드에서 방치 기능이 추가되어 있습니다.▶ 미니게임에서 얻는 초코빵 보너스가 최대 100배까지 획득가능합니다.▶ 병사들이 획득하는 코인과 초코빵 강화석의 확률이 약간 높습니다.▶ 헌병 의무병 스나이퍼가 30분 지원 작전에 투입합니다.▶ 기타 게임의 난이도 벨런스가 유료 버젼에 비해 약간 낮습니다.흙수저 삽질 노가다 게임의 끝판왕! “삽질부대”가 무한 도전을 또 시작한다.모든 군필자는 공감하는 그 지옥같은 제설 작업! 그 지옥을 경험할 수 있다!최강 리억 막장 노동 삽질 노가다 클리커 게임 “삽질 부대-제설 노가다”!이제 진정한 막장 인생들의 리얼한 노가다 게임의 진수를 느낄 수 있다! 필승삽질!■■■ 게임 특징 ■■■▶ 삽 하나면 모든 것이 해결된다. 코인 초코빵 강화석이 삽을 뜨면 나옵니다.▶ 남녀노소 누구나 편하게 즐길 수 있는 간편한 컨트롤 방식의 클리커 게임입니다.▶ 클리커 장르와 디펜스 장르의 절묘한 믹스로 더 업그레이드 한 재미를 느낄 수 있습니다.▶ 삽질을 방해하는 적들에게서 삽질 군바리를 지키는 삽질부대 최강 방어타워가 등장합니다.▶ 20여개 이상의 삽질부대 군바리들의 귀여운 애니메이션이 보고 있으면 중독됩니다.▶ 최대 100개 이상의 군바리를 뽑아서 운영할 수 있는 떼거지 노가다 시스템입니다.▶ 다양한 퀘스트와 돌발 이벤트로 삽질을 하는 동안 전혀 지루할 틈이 없습니다.▶ 불 지르기 24시간 무한 삽질 등 다양한 10여개 아이템이 삽질을 하는데 큰 도움을 줍니다.▶ 삽질 군바리에게 주특기를 부여하면 더욱 향상되는 삽질능력을 발휘합니다.▶ 귀여운 삽질 군인들의 감정 표현으로 부대 관리에도 신경을 써야 합니다.▶ 삽질 틈틈이 초코빵 따먹기 뺑뺑이 등 미니게임과 득템 찬스 이벤트를 즐겨보세요.▶ 눈을 치우다 보면 숨겨진 보급 상자를 찾으세요! 아주 듬뿍듬뿍 보상을 줍니다.▶ 군바리가 놀면 안돼! 사랑의 뽕망치로 때려주세요. 그럼 병사가 변해요~.▶ 매일매일 삽질하러 출석하면 보상을 드리는 출석 보상 시스템도 있습니다.■■■ 게임 Q&A ■■■▶ 게임 쿠폰은 무엇인가요?→ 삽질부대 유저들에게 드리는 보상 이벤트입니다. 자세한 사항은 저희 페이스북으로 오세요.▶ 유료 버전과 무료 버전의 차이는 무엇인가요?→ 유료 버전은 일부 기능에서 방치기능을 지원합니다. 또한 보상도 더 많이 얻을 수 있습니다.▶ 방치형 클리커 게임인가요?→ “삽질 부대-제설 노가다”는 완전 방치형 게임이 아닌 일부 방치기능 지원 클리커 게임입니다.삽질부대를 너무 방치하면 우리의 노가다 삽질부대가 당나라 군바리가 됩니다.■■■ 게임 문의 ■■■▶ 삽질부대 Facebook : https://www.facebook.com/pages/Killtimeapp-Dev/533180616699569▶ 삽질부대 twitter : https://twitter.com/KillTimeGame▶ 삽질부대 vingle : https://www.vingle.net/killtimeapp▶ 삽질부대 NAVER Post : http://post.naver.com/killtimeapp▶ 삽질부대 HomePage : http://www.killtimeapp.com▶ 삽질부대 문의 E-Mail : nicekhj3@gmail.com----개발자 연락처 :+821042546866	10 - 50	항목당 가격 ₩1 000 ~ ₩100 000	2016년 6월 14일	28M	5.0
2016-06-15	127	Machinarium (머시나리움)	4900	Amanita Design	어드벤처	Machinarium (머시나리움) 은 앱스토어 히트 게임인 Samorost와 Botanicula의 제작자들이 만든 다수 수상에 빛나는 인디 어드벤처 게임입니다.블랙캡 브라더후드 갱이 납치한 로봇 조세프의 여자 친구 베르타를 구하세요.버전 2의 신규 특징:* 손가락 줌 기능 (작은 화면 친화적)* 휴대전화와 타블렛 모두를 지원* 향상된 그래픽* 도전 과제* 클라우드 저장* Support for Android TV and NVIDIA Shield devices* Support for gamepads (Android 5 or newer)* Localization to 14 languages완벽하게 환상적인 게임 - TouchArcade4/4 - USA TODAY4/4 - SlideToPlay9/10 - Pocket Gamer수상 경력:- IGF 시각예술 부문 최고상- Gamasutra 올해의 최고 인디 게임 상- VGChartz.com 올해의 최고 인디 게임 상	100 000 - 500 000	NA	2015년 10월 16일	237M	4.6
